5586-1,0.000254711,0.957672,0.00195224,0.00169402,0.00285067,0.0355764,,0.0,1.0,0.0,0.0,0.0,0.0,
2156-2,0.00580013,0.00463273,0.933369,0.0137937,0.037609,0.00479562,,0.0,0.0,1.0,0.0,0.0,0.0,
2782-1,0.000870973,0.964194,0.00152118,0.00302484,0.00330019,0.0270886,,0.0,1.0,0.0,0.0,0.0,0.0,
2056-1,0.000481438,0.941523,0.00270001,0.00175748,0.00298985,0.0505479,,0.0,1.0,0.0,0.0,0.0,0.0,
5989-2,0.00468264,0.00927646,0.749964,0.0666185,0.162071,0.00738705,,0.0,0.0,1.0,0.0,0.0,0.0,
3783-1,0.000260333,0.989551,0.00205699,0.00137341,0.00130398,0.00545458,,0.0,1.0,0.0,0.0,0.0,0.0,
4440-3,0.0147313,0.0795779,0.121686,0.289105,0.34503,0.14987,,0.0,0.0,0.0,1.0,0.0,0.0,
3967-4,0.00111415,0.00245352,0.057758,0.741997,0.162999,0.0336781,,0.0,0.0,0.0,0.0,1.0,0.0,
866-4,0.00712354,0.0272044,0.547473,0.153155,0.229036,0.036008,,0.0,0.0,0.0,0.0,1.0,0.0,
614-1,0.000560127,0.969572,0.00320535,0.00156734,0.00352355,0.0215718,,0.0,1.0,0.0,0.0,0.0,0.0,
2908-1,0.000659132,0.956654,0.00223621,0.00397557,0.00337361,0.0331017,,0.0,1.0,0.0,0.0,0.0,0.0,
3076-3,0.0137687,0.136341,0.0697612,0.616664,0.0585007,0.104964,,0.0,0.0,0.0,1.0,0.0,0.0,
4990-5,0.00506602,0.0772315,0.00341339,0.00860438,0.0136577,0.892027,,0.0,0.0,0.0,0.0,0.0,1.0,
2701-3,0.000864345,0.00215459,0.0861642,0.837182,0.0664254,0.00720925,,0.0,0.0,0.0,1.0,0.0,0.0,
529-3,0.00106988,0.00101374,0.0133597,0.971665,0.0106555,0.0022364,,0.0,0.0,0.0,1.0,0.0,0.0,
1910-1,0.000235192,0.982163,0.00392416,0.000912903,0.00264604,0.0101189,,0.0,1.0,0.0,0.0,0.0,0.0,
